county,state,cases,deaths,TotalPop
Cook,MN,24.0,0.0,5270.0
Cooke,TX,570.0,9.0,39064.0
Cooper,MO,678.0,4.0,17620.0
Coos,OR,271.0,1.0,62921.0
Coosa,AL,223.0,3.0,10955.0
Copiah,MS,1412.0,38.0,28748.0
Corson,SD,238.0,2.0,4177.0
Cortland,NY,589.0,0.0,48334.0
Coryell,TX,2019.0,14.0,75818.0
Coshocton,OH,417.0,12.0,36602.0
Costilla,CO,42.0,1.0,3628.0
Cottle,TX,40.0,3.0,1498.0
Cotton,OK,110.0,3.0,6000.0
Cottonwood,MN,318.0,0.0,11437.0
Covington,AL,1892.0,30.0,37519.0
Covington,MS,1009.0,29.0,19172.0
Coweta,GA,3018.0,63.0,138015.0
Cowley,KS,552.0,10.0,35732.0
Cowlitz,WA,832.0,7.0,103590.0
Craig,OK,649.0,2.0,14563.0
Craig,VA,61.0,0.0,5131.0
Craighead,AR,4938.0,48.0,104246.0
Crane,TX,77.0,4.0,4836.0
Craven,NC,2441.0,62.0,103374.0
Crawford,AR,2189.0,30.0,62119.0
Crawford,GA,196.0,6.0,12385.0
Crawford,IA,1415.0,15.0,17131.0
Crawford,IL,684.0,6.0,19214.0
Crawford,IN,177.0,1.0,10598.0
Crawford,KS,1449.0,12.0,39099.0
Crawford,MI,157.0,5.0,13821.0
Crawford,MO,695.0,9.0,24387.0
Crawford,OH,609.0,8.0,42231.0
Crawford,PA,585.0,3.0,86847.0
Crawford,WI,389.0,1.0,16313.0
Creek,OK,1651.0,39.0,70899.0
Crenshaw,AL,621.0,30.0,13866.0
Crisp,GA,664.0,23.0,23005.0
Crittenden,AR,2532.0,53.0,49278.0
Crittenden,KY,173.0,1.0,9154.0
Crockett,TN,929.0,23.0,14554.0
Crockett,TX,166.0,7.0,3836.0
Crook,OR,116.0,4.0,21717.0
Crook,WY,120.0,1.0,7347.0
Crosby,TX,117.0,7.0,5895.0
Cross,AR,616.0,22.0,17164.0
Crow Wing,MN,1279.0,22.0,63505.0
Crowley,CO,99.0,1.0,5514.0
Culberson,TX,127.0,3.0,2257.0
Cullman,AL,2831.0,25.0,81703.0
Culpeper,VA,1401.0,18.0,49795.0
Cumberland,IL,323.0,6.0,10899.0
Cumberland,KY,153.0,0.0,6744.0
Cumberland,ME,2638.0,70.0,289173.0
Cumberland,NC,7324.0,100.0,332766.0
Cumberland,NJ,4068.0,162.0,154952.0
Cumberland,PA,2566.0,81.0,245801.0
Cumberland,TN,1708.0,27.0,58178.0
Cumberland,VA,126.0,2.0,9797.0
Cuming,NE,322.0,3.0,9039.0
Currituck,NC,227.0,4.0,25247.0
Curry,NM,1650.0,12.0,50283.0
Curry,OR,62.0,2.0,22377.0
Custer,CO,24.0,0.0,4505.0
Custer,ID,98.0,1.0,4141.0
Custer,MT,344.0,3.0,11895.0
Custer,NE,250.0,5.0,10836.0
Custer,OK,1129.0,7.0,29169.0
Custer,SD,336.0,3.0,8519.0
Cuyahoga,OH,21777.0,686.0,1257401.0
Dade,GA,376.0,6.0,16282.0
Dade,MO,152.0,0.0,7581.0
Daggett,UT,0.0,0.0,702.0
Dakota,MN,10733.0,139.0,414655.0
Dakota,NE,2604.0,49.0,20529.0
Dale,AL,1926.0,52.0,49393.0
Dallam,TX,386.0,10.0,7207.0
Dallas,AL,1907.0,27.0,40755.0
Dallas,AR,188.0,6.0,7585.0
Dallas,IA,3776.0,49.0,80864.0
Dallas,MO,406.0,2.0,16441.0
Dallas,TX,97398.0,1268.0,2552213.0
Dane,WI,16011.0,49.0,522837.0
Daniels,MT,49.0,3.0,1788.0
Dare,NC,385.0,3.0,35412.0
Darke,OH,1317.0,51.0,51919.0
Darlington,SC,2556.0,67.0,67572.0
Dauphin,PA,4998.0,196.0,273329.0
Davidson,NC,3874.0,44.0,164118.0
Davidson,TN,33119.0,352.0,678322.0
Davie,NC,794.0,8.0,41766.0
Daviess,IN,1010.0,36.0,32777.0
Daviess,KY,2111.0,32.0,99258.0
Daviess,MO,233.0,4.0,8300.0
Davis,IA,212.0,4.0,8834.0
Davis,UT,9044.0,43.0,334977.0
Davison,SD,1099.0,10.0,19753.0
Dawes,NE,270.0,5.0,8972.0
Dawson,GA,927.0,11.0,23397.0
Dawson,MT,278.0,4.0,9324.0
Dawson,NE,1363.0,15.0,23925.0
Dawson,TX,897.0,19.0,13095.0
Day,SD,177.0,2.0,5524.0
De Baca,NM,2.0,0.0,2016.0
De Soto,LA,1045.0,35.0,27164.0
De Witt,IL,303.0,6.0,16176.0
DeKalb,AL,3691.0,30.0,71194.0
DeKalb,GA,21678.0,403.0,736066.0
DeKalb,IL,2779.0,43.0,104473.0
DeKalb,IN,914.0,13.0,42524.0
DeKalb,MO,320.0,2.0,12564.0
DeKalb,TN,793.0,18.0,19380.0
DeSoto,FL,1685.0,29.0,35675.0
DeSoto,MS,7552.0,81.0,173267.0
DeWitt,TX,1087.0,44.0,20474.0
Deaf Smith,TX,1042.0,27.0,18947.0
Dearborn,IN,1150.0,28.0,49564.0
Decatur,GA,1315.0,35.0,27023.0
Decatur,IA,177.0,0.0,8105.0
Decatur,IN,617.0,39.0,26480.0
Decatur,KS,121.0,1.0,2891.0
Decatur,TN,689.0,11.0,11681.0
Deer Lodge,MT,473.0,1.0,9131.0
Defiance,OH,607.0,14.0,38311.0
Del Norte,CA,181.0,1.0,27442.0
Delaware,IA,883.0,15.0,17326.0
Delaware,IN,3393.0,83.0,115938.0
Delaware,NY,192.0,7.0,45950.0
Delaware,OH,3227.0,28.0,193024.0
Delaware,OK,1319.0,28.0,41878.0
Delaware,PA,14001.0,771.0,563384.0
Delta,CO,217.0,3.0,30217.0
Delta,MI,1397.0,38.0,36395.0
Delta,TX,36.0,0.0,5172.0
Dent,MO,276.0,4.0,15566.0
Denton,TX,14978.0,177.0,781321.0
Denver,CO,19878.0,452.0,678467.0
Des Moines,IA,1644.0,11.0,39876.0
Deschutes,OR,1267.0,13.0,175321.0
Desha,AR,431.0,7.0,12094.0
Deuel,NE,15.0,0.0,1901.0
Deuel,SD,201.0,1.0,4282.0
Dewey,OK,94.0,1.0,4904.0
Dewey,SD,404.0,0.0,5709.0
Dickens,TX,55.0,2.0,2224.0
Dickenson,VA,155.0,1.0,15181.0
Dickey,ND,333.0,6.0,5041.0
Dickinson,IA,846.0,9.0,17000.0
Dickinson,KS,349.0,4.0,19162.0
Dickinson,MI,760.0,21.0,25694.0
Dickson,TN,1797.0,20.0,51341.0
Dillon,SC,1336.0,48.0,31073.0
Dimmit,TX,294.0,7.0,10822.0
Dinwiddie,VA,540.0,12.0,28033.0
District of Columbia,DC,17369.0,646.0,672391.0
Divide,ND,71.0,1.0,2378.0
Dixie,FL,910.0,11.0,16323.0
Dixon,NE,170.0,2.0,5765.0
Doddridge,WV,72.0,1.0,8570.0
Dodge,GA,642.0,19.0,21063.0
Dodge,MN,432.0,0.0,20485.0
Dodge,NE,1776.0,20.0,36576.0
Dodge,WI,4746.0,35.0,87833.0
Dolores,CO,3.0,0.0,1736.0
Doniphan,KS,215.0,1.0,7790.0
Donley,TX,86.0,1.0,3433.0
Dooly,GA,379.0,18.0,14053.0
Door,WI,953.0,9.0,27443.0
Dorchester,MD,829.0,12.0,32386.0
Dorchester,SC,4918.0,102.0,151716.0
Dougherty,GA,3318.0,191.0,91522.0
Douglas,CO,4458.0,65.0,320940.0
Douglas,GA,4204.0,73.0,140152.0
Douglas,IL,825.0,9.0,19830.0
Douglas,KS,2964.0,19.0,117806.0
Douglas,MN,859.0,4.0,36891.0
Douglas,MO,305.0,12.0,13391.0
Douglas,NE,23605.0,232.0,549706.0
Douglas,NV,426.0,1.0,47632.0
Douglas,OR,384.0,8.0,107576.0
Douglas,SD,180.0,5.0,2940.0
Douglas,WA,1243.0,11.0,40585.0
Douglas,WI,843.0,1.0,43503.0
Drew,AR,440.0,7.0,18620.0
DuPage,IL,25681.0,622.0,931826.0
Dubois,IN,1635.0,28.0,42379.0
Dubuque,IA,5849.0,61.0,96571.0
Duchesne,UT,0.0,0.0,20259.0
Dundy,NE,29.0,1.0,2017.0
Dunklin,MO,1198.0,13.0,30905.0
Dunn,ND,217.0,5.0,4349.0
Dunn,WI,1193.0,1.0,44260.0
Duplin,NC,2862.0,54.0,59350.0
Durham,NC,9292.0,102.0,300865.0
Dutchess,NY,5565.0,165.0,295685.0
Duval,FL,35429.0,523.0,912043.0
Duval,TX,499.0,21.0,11434.0
Dyer,TN,2398.0,38.0,37751.0
Eagle,CO,1521.0,10.0,53726.0
Early,GA,558.0,35.0,10405.0
East Baton Rouge,LA,16289.0,459.0,446167.0
East Carroll,LA,589.0,6.0,7318.0
East Feliciana,LA,1802.0,78.0,19553.0
Eastland,TX,265.0,8.0,18278.0
Eaton,MI,1304.0,11.0,108586.0
Eau Claire,WI,3960.0,21.0,102388.0
Echols,GA,246.0,2.0,4011.0
Ector,TX,6547.0,121.0,155744.0
Eddy,ND,219.0,3.0,2321.0
Eddy,NM,1582.0,24.0,56793.0
Edgar,IL,175.0,11.0,17603.0
Edgecombe,NC,2068.0,60.0,54032.0
Edgefield,SC,939.0,23.0,26620.0
Edmonson,KY,192.0,12.0,12063.0
Edmunds,SD,154.0,1.0,3971.0
Edwards,IL,116.0,0.0,6570.0
Edwards,KS,82.0,0.0,2946.0
Edwards,TX,72.0,2.0,2111.0
Effingham,GA,1863.0,29.0,57087.0
Effingham,IL,1330.0,4.0,34164.0
El Dorado,CA,1390.0,4.0,185015.0
El Paso,CO,11214.0,204.0,674826.0
El Paso,TX,50114.0,642.0,834825.0
Elbert,CO,246.0,3.0,24553.0
Elbert,GA,769.0,10.0,19288.0
Elk,KS,13.0,0.0,2581.0
Elk,PA,198.0,2.0,30781.0
Elkhart,IN,10310.0,151.0,202924.0
Elko,NV,1520.0,14.0,52377.0
Elliott,KY,340.0,0.0,7533.0
Ellis,KS,1451.0,18.0,28877.0
Ellis,OK,30.0,0.0,4102.0
Ellis,TX,5043.0,83.0,164092.0
Ellsworth,KS,330.0,1.0,6331.0
Elmore,AL,3314.0,59.0,80989.0
Elmore,ID,581.0,4.0,26232.0
Emanuel,GA,1216.0,39.0,22502.0
Emery,UT,0.0,0.0,10410.0
Emmet,IA,474.0,21.0,9661.0
Emmet,MI,332.0,4.0,32978.0
Emmons,ND,292.0,9.0,3389.0
Erath,TX,1065.0,17.0,41016.0
Erie,NY,13531.0,717.0,923995.0
Erie,OH,1274.0,54.0,75369.0
Erie,PA,2261.0,40.0,277794.0
Escambia,AL,1768.0,31.0,37621.0
Escambia,FL,13704.0,272.0,309924.0
Esmeralda,NV,0.0,0.0,1102.0
Essex,MA,24500.0,1358.0,775860.0
Essex,NJ,25292.0,2144.0,800401.0
Essex,NY,203.0,0.0,38233.0
Essex,VA,201.0,2.0,11083.0
Essex,VT,9.0,0.0,6203.0
Estill,KY,306.0,0.0,14382.0
Etowah,AL,4530.0,54.0,103132.0
Eureka,NV,13.0,0.0,1728.0
Evangeline,LA,1426.0,40.0,33750.0
Evans,GA,489.0,7.0,10757.0
Fairfax,VA,24233.0,605.0,1142004.0
Fairfield,CT,24155.0,1436.0,947328.0
Fairfield,OH,3097.0,58.0,151526.0
Fairfield,SC,875.0,40.0,22868.0
Fall River,SD,233.0,6.0,6783.0
Fallon,MT,85.0,0.0,2925.0
Falls,TX,690.0,6.0,17289.0
Fannin,GA,841.0,27.0,24480.0
Fannin,TX,798.0,20.0,33787.0
Faribault,MN,268.0,0.0,13966.0
Faulk,SD,224.0,2.0,2327.0
Faulkner,AR,3543.0,39.0,121282.0
Fauquier,VA,1122.0,27.0,68406.0
Fayette,AL,608.0,14.0,16657.0
Fayette,GA,2193.0,57.0,110306.0
Fayette,IA,453.0,4.0,20139.0
Fayette,IL,735.0,24.0,21980.0
Fayette,IN,925.0,23.0,23426.0
Fayette,KY,11369.0,93.0,315109.0
Fayette,OH,507.0,10.0,28659.0
Fayette,PA,1074.0,15.0,133160.0
Fayette,TN,1788.0,27.0,39336.0
Fayette,TX,683.0,22.0,24963.0
Fayette,WV,796.0,24.0,44602.0
Fentress,TN,958.0,12.0,17940.0
Fergus,MT,260.0,2.0,11327.0
Ferry,WA,35.0,0.0,7568.0
Fillmore,MN,309.0,0.0,20825.0
Fillmore,NE,128.0,2.0,5603.0
Finney,KS,3110.0,20.0,37097.0
Fisher,TX,117.0,4.0,3875.0
Flagler,FL,2181.0,39.0,105015.0
Flathead,MT,3615.0,27.0,96147.0
Fleming,KY,200.0,0.0,14515.0
Florence,SC,5720.0,203.0,138537.0
Florence,WI,223.0,8.0,4354.0
Floyd,GA,4114.0,61.0,96471.0
Floyd,IA,485.0,11.0,15904.0
Floyd,IN,2032.0,69.0,76481.0
Floyd,KY,475.0,4.0,37447.0
Floyd,TX,128.0,9.0,5953.0
Floyd,VA,257.0,15.0,15594.0
Fluvanna,VA,436.0,9.0,26109.0
Foard,TX,22.0,1.0,1414.0
Fond du Lac,WI,5111.0,23.0,102082.0
Ford,IL,222.0,16.0,13470.0
Ford,KS,3302.0,13.0,34658.0
Forest,PA,19.0,1.0,7388.0
Forest,WI,505.0,11.0,9035.0
Forrest,MS,3166.0,80.0,75835.0
Forsyth,GA,4906.0,54.0,211300.0
Forsyth,NC,9221.0,121.0,368362.0
Fort Bend,TX,17735.0,310.0,711421.0
Foster,ND,205.0,2.0,3318.0
Fountain,IN,402.0,3.0,16620.0
Franklin,AL,2185.0,32.0,31507.0
Franklin,AR,575.0,2.0,17803.0
Franklin,FL,784.0,4.0,11675.0
Franklin,GA,962.0,18.0,22328.0
Franklin,IA,412.0,18.0,10326.0
Franklin,ID,384.0,2.0,13120.0
Franklin,IL,1110.0,10.0,39302.0
Franklin,IN,406.0,26.0,22835.0
Franklin,KS,576.0,5.0,25599.0
Franklin,KY,906.0,14.0,49969.0
Franklin,MA,483.0,73.0,70926.0
Franklin,ME,86.0,1.0,30177.0
Franklin,MO,2941.0,48.0,102413.0
Franklin,MS,258.0,3.0,7772.0
Franklin,NC,1497.0,32.0,63866.0
Franklin,NE,94.0,0.0,3019.0
Franklin,NY,87.0,0.0,51054.0
Franklin,OH,34517.0,643.0,1253507.0
Franklin,PA,2329.0,55.0,153003.0
Franklin,TN,1357.0,25.0,41397.0
Franklin,TX,223.0,7.0,10639.0
Franklin,VA,945.0,6.0,56277.0
Franklin,VT,143.0,7.0,48816.0
Franklin,WA,4948.0,68.0,89124.0
Franklin,LA,1359.0,47.0,20388.0
Frederick,MD,4909.0,139.0,246105.0
Frederick,VA,1215.0,13.0,83784.0
Freeborn,MN,758.0,5.0,30619.0
Freestone,TX,463.0,4.0,19646.0
Fremont,CO,839.0,2.0,46601.0
Fremont,IA,224.0,2.0,6985.0
Fremont,ID,504.0,4.0,12889.0
Fremont,WY,1505.0,15.0,40354.0
Fresno,CA,31558.0,443.0,971616.0
Frio,TX,1020.0,9.0,19110.0
Frontier,NE,45.0,0.0,2624.0
Fulton,AR,348.0,10.0,12092.0
Fulton,GA,31753.0,628.0,1010420.0
Fulton,IL,657.0,2.0,35733.0
Fulton,IN,440.0,11.0,20296.0
Fulton,KY,239.0,3.0,6259.0
Fulton,NY,367.0,24.0,53955.0
Fulton,OH,647.0,16.0,42296.0
Fulton,PA,95.0,4.0,14631.0
Furnas,NE,112.0,3.0,4814.0
Gadsden,FL,3072.0,56.0,46113.0
Gage,NE,600.0,5.0,21632.0
Gaines,TX,581.0,12.0,19889.0
Gallatin,IL,117.0,2.0,5226.0
Gallatin,KY,131.0,8.0,8652.0
Gallatin,MT,3550.0,8.0,100733.0
Gallia,OH,334.0,13.0,30203.0
Galveston,TX,12703.0,169.0,321184.0
Garden,NE,48.0,0.0,1913.0
Garfield,CO,1239.0,5.0,57945.0
Garfield,MT,30.0,0.0,1086.0
Garfield,NE,35.0,0.0,1958.0
Garfield,OK,2543.0,28.0,62421.0
Garfield,UT,0.0,0.0,5020.0
Garfield,WA,26.0,0.0,2226.0
Garland,AR,2645.0,70.0,97994.0
Garrard,KY,370.0,4.0,17226.0
Garrett,MD,150.0,1.0,29516.0
Garvin,OK,774.0,6.0,27751.0
Garza,TX,123.0,8.0,6739.0
Gasconade,MO,289.0,24.0,14769.0
Gaston,NC,7863.0,135.0,214049.0
Gates,NC,169.0,3.0,11601.0
Geary,KS,394.0,4.0,35796.0
Geauga,OH,991.0,50.0,93895.0
Gem,ID,452.0,6.0,16850.0
Genesee,MI,7352.0,343.0,410881.0
Genesee,NY,411.0,5.0,58537.0
Geneva,AL,975.0,7.0,26572.0
Gentry,MO,201.0,10.0,6688.0
George,MS,1037.0,20.0,23545.0
Georgetown,SC,2403.0,56.0,61065.0
Gibson,IN,1038.0,12.0,33596.0
Gibson,TN,2244.0,48.0,49222.0
Gila,AZ,1989.0,72.0,53145.0
Gilchrist,FL,614.0,18.0,17191.0
Giles,TN,1027.0,38.0,29024.0
Giles,VA,146.0,0.0,16867.0
Gillespie,TX,365.0,10.0,25939.0
Gilliam,OR,17.0,0.0,1910.0
Gilmer,GA,1065.0,23.0,29614.0
Gilmer,WV,65.0,0.0,8305.0
Gilpin,CO,30.0,0.0,5793.0
Glacier,MT,1003.0,16.0,13677.0
Glades,FL,610.0,6.0,13197.0
Gladwin,MI,240.0,2.0,25324.0
Glascock,GA,52.0,2.0,3027.0
Glasscock,TX,13.0,0.0,1420.0
Glenn,CA,685.0,3.0,27935.0
Gloucester,NJ,5679.0,250.0,291372.0
Gloucester,VA,357.0,3.0,37035.0
Glynn,GA,3792.0,104.0,83467.0
Gogebic,MI,462.0,11.0,15577.0
Golden Valley,MT,16.0,0.0,747.0
Golden Valley,ND,121.0,0.0,1892.0
Goliad,TX,166.0,6.0,7510.0
Gonzales,TX,1133.0,20.0,20558.0
Goochland,VA,340.0,7.0,22148.0
Goodhue,MN,734.0,11.0,46138.0
Gooding,ID,636.0,9.0,15110.0
Gordon,GA,2455.0,47.0,56424.0
Goshen,WY,184.0,3.0,13479.0
Gosper,NE,62.0,0.0,2019.0
Gove,KS,185.0,12.0,2632.0
Grady,GA,871.0,25.0,25048.0
Grady,OK,1692.0,16.0,54351.0
Grafton,NH,255.0,1.0,89280.0
Graham,AZ,1281.0,29.0,37700.0
Graham,KS,57.0,1.0,2561.0
Graham,NC,252.0,8.0,8607.0
Grainger,TN,649.0,4.0,22942.0
Grand,CO,159.0,1.0,14793.0
Grand,UT,0.0,0.0,9544.0
Grand Forks,ND,4624.0,22.0,70130.0
Grand Isle,VT,17.0,0.0,6950.0
Grand Traverse,MI,874.0,14.0,91222.0
Granite,MT,71.0,0.0,3206.0
Grant,AR,382.0,4.0,18076.0
Grant,IN,1483.0,41.0,67615.0
Grant,KS,470.0,8.0,7716.0
Grant,KY,288.0,6.0,24800.0
Grant,MN,111.0,5.0,5923.0
Grant,ND,84.0,4.0,2387.0
Grant,NE,5.0,0.0,682.0
Grant,NM,206.0,4.0,28382.0
Grant,OK,114.0,2.0,4458.0
Grant,OR,14.0,0.0,7209.0
Grant,SD,326.0,2.0,7133.0
Grant,WA,3382.0,28.0,93420.0
Grant,WI,2043.0,36.0,51742.0
Grant,WV,199.0,8.0,11673.0
Grant,LA,545.0,30.0,22305.0
Granville,NC,2069.0,50.0,58503.0
Gratiot,MI,594.0,17.0,41319.0
Graves,KY,948.0,30.0,37259.0
Gray,KS,211.0,2.0,6004.0
Gray,TX,516.0,10.0,22962.0
Grays Harbor,WA,726.0,11.0,71454.0
Grayson,KY,560.0,16.0,26129.0
Grayson,TX,2752.0,75.0,126146.0
Grayson,VA,395.0,19.0,15708.0
Greeley,KS,34.0,0.0,1210.0
Greeley,NE,48.0,0.0,2436.0
Green,KY,344.0,8.0,11044.0
Green,WI,1058.0,6.0,36869.0
Green Lake,WI,815.0,4.0,18745.0
Greenbrier,WV,217.0,4.0,35523.0
Greene,AL,351.0,17.0,8533.0
Greene,AR,1666.0,20.0,44197.0
Greene,GA,584.0,25.0,16732.0
Greene,IA,209.0,0.0,9046.0
Greene,IL,342.0,17.0,13311.0
Greene,IN,636.0,40.0,32431.0
Greene,MO,9668.0,140.0,286759.0
Greene,MS,488.0,18.0,13801.0
Greene,NC,973.0,13.0,21059.0
Greene,NY,516.0,18.0,47791.0
Greene,OH,2828.0,42.0,164825.0
Greene,PA,268.0,1.0,37338.0
Greene,TN,1973.0,55.0,68520.0
Greene,VA,298.0,3.0,19213.0
Greenlee,AZ,104.0,1.0,9368.0
Greensville,VA,909.0,15.0,11606.0
Greenup,KY,679.0,12.0,36012.0
Greenville,SC,18207.0,353.0,490332.0
Greenwood,KS,108.0,0.0,6227.0
Greenwood,SC,2604.0,76.0,69981.0
Greer,OK,159.0,8.0,6018.0
Gregg,TX,2612.0,87.0,123402.0
Gregory,SD,254.0,10.0,4209.0
Grenada,MS,1245.0,41.0,21379.0
Griggs,ND,110.0,1.0,2276.0
Grimes,TX,1193.0,36.0,27358.0
Grundy,IA,375.0,6.0,12354.0
Grundy,IL,1125.0,7.0,50333.0
Grundy,MO,284.0,11.0,10111.0
Grundy,TN,605.0,13.0,13359.0
Guadalupe,NM,46.0,1.0,4426.0
Guadalupe,TX,3903.0,81.0,150889.0
Guernsey,OH,439.0,8.0,39414.0
Guilford,NC,11962.0,210.0,517197.0
Gulf,FL,956.0,15.0,16018.0
Gunnison,CO,322.0,7.0,16215.0
Guthrie,IA,427.0,15.0,10664.0
Gwinnett,GA,31218.0,450.0,889954.0
Haakon,SD,104.0,2.0,2084.0
Habersham,GA,1909.0,78.0,43878.0
Hale,AL,796.0,30.0,14995.0
Hale,TX,2678.0,64.0,34527.0
Halifax,NC,1484.0,27.0,52300.0
Halifax,VA,553.0,8.0,35030.0
Hall,GA,10845.0,179.0,192865.0
Hall,NE,2790.0,52.0,61233.0
Hall,TX,44.0,1.0,3102.0
Hamblen,TN,2584.0,50.0,63465.0
Hamilton,FL,910.0,10.0,14238.0
Hamilton,IA,504.0,5.0,15201.0
Hamilton,IL,148.0,2.0,8259.0
Hamilton,IN,7085.0,125.0,309687.0
Hamilton,KS,64.0,0.0,2621.0
Hamilton,NE,255.0,12.0,9149.0
Hamilton,NY,19.0,0.0,4646.0
Hamilton,OH,19030.0,349.0,808703.0
Hamilton,TN,12313.0,111.0,354589.0
Hamilton,TX,206.0,5.0,8220.0
Hamlin,SD,225.0,0.0,5911.0
Hampden,MA,10359.0,821.0,469188.0
Hampshire,WV,144.0,1.0,23412.0
Hampton,SC,772.0,31.0,20066.0
Hancock,GA,419.0,44.0,8667.0
Hancock,IA,410.0,6.0,10971.0
Hancock,IL,369.0,4.0,18264.0
Hancock,IN,1368.0,44.0,72776.0
Hancock,KY,167.0,3.0,8700.0
Hancock,ME,74.0,1.0,54468.0
Hancock,MS,898.0,30.0,46277.0
Hancock,OH,1284.0,30.0,75508.0
Hancock,TN,128.0,3.0,6605.0
Hancock,WV,242.0,1.0,29921.0
Hand,SD,150.0,1.0,3303.0
Hanover,VA,1721.0,44.0,103218.0
Hansford,TX,199.0,6.0,5532.0
Hanson,SD,110.0,1.0,3404.0
Haralson,GA,673.0,11.0,28722.0
Hardee,FL,1625.0,16.0,27326.0
Hardeman,TN,1956.0,33.0,25784.0
Hardeman,TX,63.0,3.0,3990.0
Hardin,IA,551.0,7.0,17239.0
Hardin,IL,59.0,0.0,4161.0
Hardin,KY,2304.0,13.0,107699.0
Hardin,OH,416.0,14.0,31576.0
Hardin,TN,1453.0,23.0,25813.0
Hardin,TX,1461.0,35.0,55993.0
Harding,NM,1.0,0.0,546.0
Harding,SD,58.0,0.0,1281.0
Hardy,WV,108.0,1.0,13812.0
Harford,MD,3726.0,82.0,250132.0
Harlan,KY,625.0,14.0,27548.0
Harlan,NE,66.0,0.0,3469.0
Harmon,OK,78.0,0.0,2758.0
Harnett,NC,3059.0,72.0,128753.0
Harney,OR,39.0,0.0,7195.0
Harper,KS,164.0,3.0,5746.0
Harper,OK,80.0,2.0,3843.0
Harris,GA,857.0,25.0,33198.0
Harris,TX,162306.0,2811.0,4525519.0
Harrison,IA,741.0,17.0,14196.0
Harrison,IN,888.0,24.0,39450.0
Harrison,KY,286.0,1.0,18630.0
Harrison,MO,197.0,1.0,8615.0
Harrison,MS,5625.0,89.0,200491.0
Harrison,OH,93.0,3.0,15397.0
Harrison,TX,1121.0,39.0,66606.0
Harrison,WV,682.0,12.0,68438.0
Hart,GA,601.0,17.0,25535.0
Hart,KY,484.0,1.0,18531.0
Hartford,CT,18184.0,1481.0,897417.0
Hartley,TX,179.0,0.0,5821.0
Harvey,KS,619.0,7.0,34683.0
Haskell,KS,103.0,1.0,4081.0
Haskell,OK,404.0,5.0,12746.0
Haskell,TX,86.0,3.0,5806.0
Hawaii,HI,1300.0,31.0,196325.0
Hawkins,TN,1300.0,29.0,56402.0
Hayes,NE,25.0,0.0,957.0
Hays,TX,6132.0,87.0,194843.0
Haywood,NC,751.0,36.0,59854.0
Haywood,TN,1339.0,28.0,17944.0
Heard,GA,241.0,6.0,11607.0
Hemphill,TX,156.0,1.0,4152.0
Hempstead,AR,593.0,5.0,22154.0
Henderson,IL,137.0,0.0,6927.0
Henderson,KY,1405.0,29.0,46252.0
Henderson,NC,2575.0,67.0,112156.0
Henderson,TN,1455.0,26.0,27889.0
Henderson,TX,1332.0,36.0,79687.0
Hendricks,IN,3678.0,140.0,158170.0
Hendry,FL,2242.0,44.0,39064.0
Hennepin,MN,36936.0,1002.0,1224763.0
Henrico,VA,6526.0,240.0,324073.0
Henry,AL,747.0,6.0,17110.0
Henry,GA,6395.0,114.0,217506.0
Henry,IA,1178.0,6.0,19865.0
Henry,IL,888.0,9.0,49649.0
Henry,IN,1556.0,30.0,48649.0
Henry,KY,317.0,2.0,15677.0
Henry,MO,444.0,8.0,21834.0
Henry,OH,584.0,17.0,27463.0
Henry,TN,860.0,12.0,32263.0
Henry,VA,1397.0,32.0,51956.0
Herkimer,NY,399.0,10.0,62943.0
Hernando,FL,3812.0,175.0,179144.0
Hertford,NC,865.0,34.0,24262.0
Hettinger,ND,141.0,2.0,2601.0
Hickman,KY,125.0,1.0,4625.0
Hickman,TN,846.0,15.0,24502.0
