county,state,cases,deaths,TotalPop
Menominee,WI,344.0,0.0,4506.0
Merced,CA,9674.0,156.0,267390.0
Mercer,IL,339.0,6.0,15794.0
Mercer,KY,387.0,6.0,21378.0
Mercer,MO,37.0,0.0,3669.0
Mercer,ND,531.0,3.0,8637.0
Mercer,NJ,9438.0,640.0,373362.0
Mercer,OH,1761.0,30.0,40723.0
Mercer,PA,1146.0,27.0,113623.0
Mercer,WV,803.0,31.0,60963.0
Meriwether,GA,599.0,16.0,21152.0
Merrick,NE,163.0,1.0,7829.0
Merrimack,NH,951.0,29.0,147958.0
Mesa,CO,1757.0,16.0,148798.0
Metcalfe,KY,212.0,2.0,9990.0
Miami,IN,780.0,5.0,36035.0
Miami,KS,563.0,2.0,32976.0
Miami,OH,2381.0,61.0,104081.0
Miami-Dade,FL,186809.0,3662.0,2702602.0
Middlesex,NJ,22676.0,1449.0,837288.0
Middlesex,VA,148.0,11.0,10710.0
Midland,MI,1179.0,14.0,83489.0
Midland,TX,5540.0,95.0,159883.0
Mifflin,PA,457.0,4.0,46452.0
Milam,TX,550.0,8.0,24479.0
Millard,UT,0.0,0.0,12651.0
Mille Lacs,MN,498.0,20.0,25635.0
Miller,AR,1613.0,21.0,43760.0
Miller,GA,316.0,2.0,5884.0
Miller,MO,978.0,15.0,24947.0
Mills,IA,477.0,3.0,14933.0
Mills,TX,79.0,1.0,4887.0
Milwaukee,WI,43482.0,593.0,956586.0
Miner,SD,148.0,2.0,2255.0
Mineral,CO,21.0,0.0,834.0
Mineral,MT,16.0,0.0,4194.0
Mineral,NV,18.0,0.0,4471.0
Mineral,WV,244.0,4.0,27421.0
Mingo,WV,654.0,10.0,25150.0
Minidoka,ID,1260.0,9.0,20448.0
Minnehaha,SD,12667.0,111.0,183660.0
Missaukee,MI,104.0,1.0,14982.0
Mississippi,AR,2412.0,69.0,43534.0
Mississippi,MO,464.0,6.0,13916.0
Missoula,MT,2414.0,18.0,114231.0
Mitchell,GA,850.0,46.0,22574.0
Mitchell,IA,322.0,1.0,10663.0
Mitchell,KS,63.0,0.0,6230.0
Mitchell,NC,247.0,4.0,15155.0
Mitchell,TX,202.0,2.0,8774.0
Mobile,AL,17298.0,322.0,414328.0
Modoc,CA,51.0,0.0,9017.0
Moffat,CO,77.0,1.0,13056.0
Mohave,AZ,4453.0,234.0,204691.0
Moniteau,MO,706.0,12.0,15904.0
Monmouth,NJ,14415.0,873.0,627551.0
Mono,CA,194.0,2.0,14058.0
Monona,IA,271.0,2.0,8865.0
Monongalia,WV,2363.0,7.0,103715.0
Monroe,AL,668.0,10.0,21745.0
Monroe,AR,230.0,2.0,7420.0
Monroe,FL,2334.0,25.0,76745.0
Monroe,GA,774.0,55.0,26795.0
Monroe,IA,280.0,12.0,7912.0
Monroe,IL,1068.0,32.0,33739.0
Monroe,IN,3557.0,39.0,144436.0
Monroe,KY,352.0,4.0,10645.0
Monroe,MI,2206.0,42.0,149619.0
Monroe,MO,192.0,2.0,8676.0
Monroe,MS,1577.0,74.0,35967.0
Monroe,NY,7705.0,300.0,748680.0
Monroe,OH,201.0,18.0,14239.0
Monroe,PA,2081.0,135.0,167306.0
Monroe,TN,1546.0,29.0,45698.0
Monroe,WI,1267.0,8.0,45303.0
Monroe,WV,266.0,8.0,13517.0
Montague,TX,299.0,6.0,19406.0
Montcalm,MI,790.0,12.0,62956.0
Monterey,CA,11752.0,96.0,433168.0
Montezuma,CO,229.0,5.0,25770.0
Montgomery,AL,10702.0,210.0,227120.0
Montgomery,AR,188.0,8.0,9059.0
Montgomery,GA,377.0,10.0,8962.0
Montgomery,IA,213.0,7.0,10239.0
Montgomery,IL,687.0,17.0,29173.0
Montgomery,IN,736.0,22.0,38288.0
Montgomery,KS,706.0,6.0,33463.0
Montgomery,KY,571.0,6.0,27550.0
Montgomery,MD,26114.0,873.0,1039198.0
Montgomery,MO,191.0,1.0,11618.0
Montgomery,MS,575.0,23.0,10309.0
Montgomery,NC,1213.0,38.0,27445.0
Montgomery,NY,273.0,4.0,49500.0
Montgomery,OH,12156.0,190.0,531987.0
Montgomery,PA,14421.0,895.0,818677.0
Montgomery,TN,4480.0,61.0,192120.0
Montgomery,TX,14175.0,182.0,535187.0
Montgomery,VA,2958.0,5.0,97692.0
Montmorency,MI,37.0,0.0,9290.0
Montour,PA,311.0,11.0,18302.0
Montrose,CO,493.0,13.0,40908.0
Moody,SD,240.0,3.0,6496.0
Moore,NC,2314.0,46.0,94191.0
Moore,TN,286.0,2.0,6302.0
Moore,TX,1352.0,22.0,22016.0
Mora,NM,15.0,0.0,4605.0
Morehouse,LA,900.0,27.0,26290.0
Morgan,AL,4523.0,36.0,119157.0
Morgan,CO,913.0,48.0,28123.0
Morgan,GA,540.0,6.0,18013.0
Morgan,IL,1064.0,26.0,34442.0
Morgan,IN,1079.0,41.0,69533.0
Morgan,KY,152.0,0.0,13281.0
Morgan,MO,745.0,8.0,20097.0
Morgan,OH,104.0,0.0,14773.0
Morgan,TN,463.0,7.0,21639.0
Morgan,UT,0.0,0.0,11014.0
Morgan,WV,157.0,0.0,17510.0
Morrill,NE,134.0,0.0,4903.0
Morris,KS,65.0,0.0,5605.0
Morris,NJ,9357.0,839.0,498847.0
Morris,TX,236.0,5.0,12530.0
Morrison,MN,903.0,9.0,32880.0
Morrow,OH,474.0,2.0,34935.0
Morrow,OR,559.0,7.0,11153.0
Morton,KS,56.0,2.0,2931.0
Morton,ND,2552.0,54.0,30059.0
Motley,TX,17.0,0.0,1114.0
Moultrie,IL,496.0,6.0,14711.0
Mountrail,ND,581.0,9.0,9986.0
Mower,MN,1572.0,19.0,39386.0
Muhlenberg,KY,995.0,14.0,31153.0
Multnomah,OR,9894.0,172.0,788459.0
Murray,GA,1105.0,10.0,39444.0
Murray,MN,314.0,3.0,8394.0
Murray,OK,337.0,3.0,13797.0
Muscatine,IA,1620.0,58.0,42923.0
Muscogee,GA,6419.0,175.0,198647.0
Muskegon,MI,2558.0,84.0,172707.0
Muskingum,OH,1096.0,4.0,85933.0
Muskogee,OK,2461.0,28.0,69471.0
Musselshell,MT,128.0,2.0,4766.0
Nacogdoches,TX,1820.0,70.0,65411.0
Nance,NE,119.0,0.0,3569.0
Nantucket,MA,0.0,0.0,10912.0
Napa,CA,2040.0,16.0,141005.0
Nash,NC,3550.0,80.0,94125.0
Nassau,FL,2504.0,52.0,78435.0
Nassau,NY,50294.0,2216.0,1363069.0
Natchitoches,LA,1510.0,30.0,39051.0
Natrona,WY,1688.0,8.0,81023.0
Navajo,AZ,6538.0,241.0,107902.0
Navarro,TX,1472.0,34.0,48239.0
Nelson,KY,1100.0,4.0,45131.0
Nelson,ND,177.0,3.0,2971.0
Nelson,VA,141.0,2.0,14863.0
Nemaha,KS,315.0,2.0,10095.0
Nemaha,NE,175.0,0.0,7041.0
Neosho,KS,274.0,0.0,16209.0
Neshoba,MS,1901.0,111.0,29437.0
Ness,KS,148.0,9.0,3001.0
Nevada,AR,335.0,14.0,8528.0
Nevada,CA,644.0,9.0,98838.0
New Castle,DE,13259.0,353.0,555036.0
New Hanover,NC,5447.0,40.0,219866.0
New Haven,CT,17352.0,1128.0,862127.0
New Kent,VA,302.0,3.0,20523.0
New London,CT,3803.0,143.0,270772.0
New Madrid,MO,827.0,23.0,18030.0
New York,NY,36712.0,3200.0,1653877.0
Newaygo,MI,712.0,4.0,47899.0
Newberry,SC,1703.0,54.0,37914.0
Newport,RI,678.0,10.0,83204.0
Newton,AR,324.0,20.0,7898.0
Newton,GA,2925.0,96.0,105042.0
Newton,IN,277.0,12.0,14056.0
Newton,MO,2181.0,22.0,58237.0
Newton,MS,887.0,28.0,21437.0
Newton,TX,189.0,14.0,14187.0
Nez Perce,ID,924.0,24.0,40014.0
Niagara,NY,2137.0,102.0,212675.0
Nicholas,KY,120.0,3.0,7061.0
Nicholas,WV,191.0,3.0,25496.0
Nicollet,MN,802.0,18.0,33477.0
Niobrara,WY,17.0,0.0,2479.0
Noble,IN,1357.0,35.0,47421.0
Noble,OH,239.0,0.0,14498.0
Noble,OK,205.0,3.0,11421.0
Nobles,MN,2442.0,19.0,21854.0
Nodaway,MO,1278.0,11.0,22744.0
Nolan,TX,441.0,7.0,14990.0
Norfolk,MA,12089.0,1112.0,694389.0
Norman,MN,150.0,0.0,6589.0
Northampton,NC,580.0,19.0,20426.0
Northampton,PA,5619.0,315.0,300941.0
Northampton,VA,320.0,31.0,11998.0
Northumberland,PA,1594.0,112.0,93038.0
Northumberland,VA,226.0,7.0,12254.0
Norton,KS,715.0,18.0,5527.0
Nottoway,VA,368.0,21.0,15537.0
Nowata,OK,272.0,4.0,10448.0
Noxubee,MS,606.0,17.0,10942.0
Nuckolls,NE,111.0,0.0,4318.0
Nueces,TX,21378.0,443.0,358484.0
Nye,NV,726.0,16.0,43296.0
O'Brien,IA,820.0,14.0,13944.0
Oakland,MI,26579.0,1241.0,1241860.0
Obion,TN,1883.0,27.0,30659.0
Ocean,NJ,16990.0,1070.0,589699.0
Oceana,MI,676.0,6.0,26317.0
Ochiltree,TX,338.0,5.0,10484.0
Oconee,GA,877.0,31.0,35972.0
Oconee,SC,2547.0,34.0,75926.0
Oconto,WI,2270.0,18.0,37465.0
Ogemaw,MI,135.0,5.0,20979.0
Ogle,IL,1428.0,8.0,51619.0
Oglethorpe,GA,432.0,13.0,14654.0
Ohio,IN,151.0,7.0,5911.0
Ohio,KY,631.0,10.0,24062.0
Ohio,WV,638.0,9.0,42906.0
Okaloosa,FL,6545.0,130.0,197591.0
Okanogan,WA,1124.0,11.0,41377.0
Okeechobee,FL,1763.0,38.0,40228.0
Okfuskee,OK,582.0,8.0,12160.0
Oklahoma,OK,24869.0,232.0,774203.0
Okmulgee,OK,1313.0,14.0,39121.0
Oktibbeha,MS,2087.0,57.0,49392.0
Oldham,KY,1511.0,26.0,64633.0
Oldham,TX,27.0,2.0,2083.0
Oliver,ND,87.0,2.0,1822.0
Olmsted,MN,3623.0,30.0,151685.0
Oneida,ID,64.0,0.0,4284.0
Oneida,NY,2851.0,129.0,232324.0
Oneida,WI,1373.0,13.0,35352.0
Onondaga,NY,5762.0,212.0,467669.0
Onslow,NC,3535.0,32.0,192685.0
Ontario,NY,710.0,35.0,109491.0
Ontonagon,MI,127.0,1.0,6072.0
Orange,CA,60115.0,1484.0,3155816.0
Orange,FL,46725.0,560.0,1290216.0
Orange,IN,455.0,25.0,19623.0
Orange,NC,3160.0,59.0,141812.0
Orange,NY,13889.0,507.0,378174.0
Orange,TX,2267.0,46.0,83909.0
Orange,VA,427.0,5.0,35265.0
Orange,VT,38.0,0.0,28901.0
Orangeburg,SC,3397.0,131.0,89116.0
Oregon,MO,247.0,0.0,10779.0
Orleans,NY,413.0,54.0,41584.0
Orleans,LA,13569.0,595.0,388182.0
Osage,KS,166.0,3.0,15894.0
Osage,MO,559.0,3.0,13610.0
Osage,OK,1427.0,15.0,47350.0
Osborne,KS,24.0,0.0,3684.0
Osceola,FL,14380.0,207.0,325168.0
Osceola,IA,319.0,0.0,6149.0
Osceola,MI,201.0,1.0,23221.0
Oscoda,MI,60.0,2.0,8304.0
Oswego,NY,648.0,4.0,119833.0
Otero,CO,182.0,7.0,18325.0
Otero,NM,569.0,14.0,65130.0
Otoe,NE,345.0,1.0,15875.0
Otsego,MI,287.0,12.0,24247.0
Otsego,NY,421.0,5.0,60750.0
Ottawa,KS,119.0,0.0,5957.0
Ottawa,MI,5762.0,78.0,280243.0
Ottawa,OH,665.0,30.0,40769.0
Ottawa,OK,1300.0,19.0,31725.0
Otter Tail,MN,1031.0,8.0,57790.0
Ouachita,AR,401.0,9.0,24378.0
Ouachita,LA,7146.0,167.0,156433.0
Ouray,CO,40.0,2.0,4653.0
Outagamie,WI,9864.0,81.0,183288.0
Overton,TN,1282.0,25.0,21995.0
Owen,IN,239.0,1.0,20957.0
Owen,KY,129.0,3.0,10686.0
Owsley,KY,102.0,1.0,4497.0
Owyhee,ID,406.0,5.0,11384.0
Oxford,ME,179.0,2.0,57230.0
Ozark,MO,226.0,1.0,9328.0
Ozaukee,WI,2529.0,25.0,87817.0
Pacific,WA,119.0,3.0,20940.0
Page,IA,442.0,0.0,15393.0
Page,VA,488.0,31.0,23694.0
Palm Beach,FL,52779.0,1588.0,1426772.0
Palo Alto,IA,353.0,2.0,9110.0
Palo Pinto,TX,745.0,21.0,28109.0
Pamlico,NC,330.0,3.0,12803.0
Panola,MS,1742.0,41.0,34229.0
Panola,TX,486.0,30.0,23574.0
Park,CO,109.0,1.0,16900.0
Park,MT,285.0,0.0,16001.0
Park,WY,709.0,3.0,29276.0
Parke,IN,283.0,4.0,17062.0
Parker,TX,2528.0,52.0,125963.0
Parmer,TX,579.0,19.0,9871.0
Pasco,FL,11063.0,244.0,498136.0
Pasquotank,NC,904.0,35.0,39546.0
Passaic,NJ,21282.0,1262.0,510563.0
Patrick,VA,337.0,27.0,17958.0
Paulding,GA,3251.0,61.0,152399.0
Paulding,OH,295.0,2.0,18951.0
Pawnee,KS,431.0,1.0,6776.0
Pawnee,NE,33.0,0.0,2704.0
Pawnee,OK,349.0,5.0,16448.0
Payette,ID,1174.0,10.0,22839.0
Payne,OK,2917.0,14.0,80634.0
Peach,GA,805.0,26.0,27027.0
Pearl River,MS,1202.0,60.0,55049.0
Pecos,TX,519.0,8.0,15804.0
Pembina,ND,257.0,0.0,7050.0
Pemiscot,MO,761.0,14.0,17344.0
Pend Oreille,WA,148.0,1.0,13066.0
Pender,NC,1455.0,15.0,57630.0
Pendleton,KY,142.0,0.0,14530.0
Pendleton,WV,79.0,1.0,7138.0
Pennington,MN,235.0,2.0,14197.0
Pennington,SD,4914.0,49.0,108126.0
Penobscot,ME,311.0,6.0,152284.0
Peoria,IL,5083.0,79.0,186145.0
Pepin,WI,172.0,0.0,7282.0
Perkins,NE,51.0,10.0,2904.0
Perkins,SD,82.0,0.0,2964.0
Perquimans,NC,259.0,4.0,13506.0
Perry,AL,606.0,6.0,9680.0
Perry,AR,152.0,2.0,10320.0
Perry,IL,507.0,16.0,21467.0
Perry,IN,505.0,14.0,19229.0
Perry,KY,578.0,9.0,27329.0
Perry,MO,876.0,8.0,19135.0
Perry,MS,542.0,23.0,12047.0
Perry,OH,432.0,11.0,35983.0
Perry,PA,382.0,6.0,45878.0
Perry,TN,355.0,9.0,7882.0
Pershing,NV,24.0,0.0,6661.0
Person,NC,713.0,10.0,39240.0
Petroleum,MT,4.0,0.0,453.0
Pettis,MO,1795.0,24.0,42309.0
Phelps,MO,932.0,27.0,44873.0
Phelps,NE,329.0,2.0,9163.0
Philadelphia,PA,44505.0,1875.0,1569657.0
Phillips,AR,781.0,16.0,19518.0
Phillips,CO,61.0,0.0,4327.0
Phillips,KS,209.0,9.0,5446.0
Phillips,MT,193.0,1.0,4139.0
Piatt,IL,290.0,2.0,16433.0
Pickaway,OH,3243.0,46.0,57075.0
Pickens,AL,929.0,18.0,20170.0
Pickens,GA,820.0,10.0,30343.0
Pickens,SC,4670.0,67.0,121449.0
Pickett,TN,289.0,9.0,5071.0
Pierce,GA,688.0,24.0,19141.0
Pierce,ND,150.0,1.0,4272.0
Pierce,NE,234.0,11.0,7175.0
Pierce,WA,10514.0,227.0,845193.0
Pierce,WI,819.0,7.0,41226.0
Pike,AL,1385.0,14.0,33287.0
Pike,AR,276.0,1.0,10893.0
Pike,GA,395.0,11.0,17919.0
Pike,IL,441.0,8.0,15930.0
Pike,IN,383.0,18.0,12471.0
Pike,KY,1033.0,5.0,61586.0
Pike,MO,386.0,8.0,18517.0
Pike,MS,1423.0,56.0,39763.0
Pike,OH,384.0,0.0,28291.0
Pike,PA,634.0,23.0,55687.0
Pima,AZ,28824.0,641.0,1007257.0
Pinal,AZ,12174.0,228.0,405537.0
Pine,MN,611.0,0.0,29057.0
Pinellas,FL,26214.0,823.0,949842.0
Pipestone,MN,390.0,17.0,9229.0
Pitkin,CO,298.0,2.0,17747.0
Pitt,NC,6331.0,41.0,176484.0
Pittsburg,OK,1303.0,21.0,44673.0
Pittsylvania,VA,1373.0,17.0,61970.0
Piute,UT,0.0,0.0,1860.0
Placer,CA,4374.0,59.0,374985.0
Plaquemines,LA,904.0,19.0,23394.0
Platte,MO,1055.0,13.0,96899.0
Platte,NE,1777.0,7.0,32875.0
Platte,WY,156.0,2.0,8703.0
Pleasants,WV,34.0,3.0,7527.0
Plumas,CA,85.0,0.0,18724.0
Plymouth,IA,1842.0,31.0,25027.0
Plymouth,MA,11631.0,839.0,509114.0
Pocahontas,IA,266.0,2.0,6972.0
Pocahontas,WV,73.0,0.0,8574.0
Poinsett,AR,1203.0,23.0,24098.0
Pointe Coupee,LA,1144.0,42.0,22271.0
Polk,AR,374.0,5.0,20212.0
Polk,FL,23306.0,623.0,652256.0
Polk,GA,1751.0,29.0,41444.0
Polk,IA,20776.0,290.0,467235.0
Polk,MN,972.0,5.0,31564.0
Polk,MO,1086.0,10.0,31347.0
Polk,NC,407.0,11.0,20434.0
Polk,NE,205.0,6.0,5244.0
Polk,OR,695.0,15.0,79666.0
Polk,TN,542.0,13.0,16722.0
Polk,TX,918.0,36.0,46974.0
Polk,WI,664.0,3.0,43328.0
Pondera,MT,192.0,1.0,6081.0
Pontotoc,MS,1552.0,20.0,31075.0
Pontotoc,OK,877.0,5.0,38289.0
Pope,AR,2835.0,37.0,63372.0
Pope,IL,45.0,1.0,4360.0
Pope,MN,178.0,0.0,10932.0
Portage,OH,1945.0,68.0,162080.0
Portage,WI,3006.0,21.0,70371.0
Porter,IN,4013.0,54.0,167391.0
Posey,IN,855.0,11.0,25599.0
Pottawatomie,KS,382.0,0.0,23188.0
Pottawatomie,OK,2326.0,15.0,71614.0
Pottawattamie,IA,3577.0,45.0,93287.0
Potter,PA,60.0,1.0,17070.0
Potter,SD,139.0,0.0,2318.0
Potter,TX,8237.0,100.0,121230.0
Powder River,MT,65.0,5.0,1610.0
Powell,KY,163.0,0.0,12349.0
Powell,MT,183.0,0.0,6852.0
Power,ID,376.0,2.0,7667.0
Poweshiek,IA,536.0,11.0,18428.0
Powhatan,VA,324.0,5.0,28364.0
Prairie,AR,248.0,4.0,8309.0
Prairie,MT,33.0,0.0,1325.0
Pratt,KS,192.0,0.0,9670.0
Preble,OH,798.0,18.0,41328.0
Prentiss,MS,1118.0,20.0,25389.0
Presidio,TX,174.0,7.0,7191.0
Presque Isle,MI,81.0,1.0,12854.0
Preston,WV,225.0,4.0,33760.0
Price,WI,411.0,3.0,13566.0
Prince Edward,VA,783.0,13.0,22903.0
Prince George,VA,1124.0,7.0,37704.0
Prince George's,MD,33248.0,863.0,905161.0
Prince William,VA,14554.0,223.0,450763.0
Providence,RI,23320.0,951.0,633704.0
Prowers,CO,202.0,4.0,12084.0
Pueblo,CO,2436.0,45.0,163368.0
Pulaski,AR,12467.0,220.0,392848.0
Pulaski,GA,343.0,23.0,11396.0
Pulaski,IL,247.0,1.0,5691.0
Pulaski,IN,198.0,4.0,12761.0
Pulaski,KY,1023.0,13.0,63974.0
Pulaski,MO,1074.0,11.0,53132.0
Pulaski,VA,314.0,6.0,34330.0
Pushmataha,OK,298.0,6.0,11132.0
Putnam,FL,2412.0,50.0,72435.0
Putnam,GA,821.0,27.0,21430.0
Putnam,IL,107.0,0.0,5771.0
Putnam,IN,837.0,17.0,37543.0
Putnam,MO,61.0,1.0,4846.0
Putnam,NY,1861.0,63.0,99464.0
Putnam,OH,1341.0,28.0,34037.0
Putnam,TN,4650.0,59.0,75565.0
Putnam,WV,981.0,13.0,56644.0
Quay,NM,112.0,2.0,8447.0
Queen Anne's,MD,804.0,26.0,49071.0
Queens,NY,77649.0,7297.0,2339280.0
Quitman,GA,41.0,1.0,2140.0
Quitman,MS,425.0,6.0,7537.0
Rabun,GA,437.0,11.0,16354.0
Racine,WI,8178.0,114.0,195101.0
Rains,TX,97.0,5.0,11246.0
Raleigh,WV,866.0,10.0,77097.0
Ralls,MO,221.0,0.0,10208.0
Ramsey,MN,15318.0,383.0,537893.0
Ramsey,ND,601.0,4.0,11574.0
Randall,TX,5483.0,59.0,130552.0
Randolph,AL,865.0,16.0,22530.0
Randolph,AR,693.0,26.0,17514.0
Randolph,GA,340.0,30.0,7206.0
Randolph,IL,1403.0,15.0,32829.0
Randolph,IN,510.0,11.0,25203.0
Randolph,MO,680.0,3.0,24987.0
Randolph,NC,3950.0,64.0,142827.0
Randolph,WV,429.0,1.0,29152.0
Rankin,MS,4187.0,86.0,149645.0
Ransom,ND,225.0,3.0,5411.0
Rapides,LA,4800.0,161.0,132080.0
Rappahannock,VA,70.0,2.0,7359.0
Ravalli,MT,535.0,4.0,41387.0
Rawlins,KS,96.0,0.0,2520.0
Ray,MO,315.0,2.0,22859.0
Reagan,TX,97.0,6.0,3735.0
Real,TX,126.0,8.0,3358.0
Red Lake,MN,90.0,2.0,4017.0
Red River,TX,202.0,17.0,12353.0
Red River,LA,455.0,24.0,8723.0
Red Willow,NE,284.0,0.0,10870.0
Redwood,MN,317.0,12.0,15430.0
Reeves,TX,289.0,7.0,14791.0
Refugio,TX,314.0,16.0,7293.0
Reno,KS,2308.0,18.0,63360.0
Rensselaer,NY,1124.0,42.0,159800.0
Renville,MN,304.0,13.0,14798.0
Renville,ND,119.0,2.0,2543.0
Republic,KS,86.0,1.0,4705.0
Reynolds,MO,96.0,1.0,6361.0
Rhea,TN,1168.0,21.0,32478.0
Rice,KS,156.0,1.0,9868.0
Rice,MN,1783.0,12.0,65251.0
Rich,UT,0.0,0.0,2307.0
Richardson,NE,135.0,2.0,8045.0
Richland,IL,355.0,18.0,15953.0
Richland,MT,359.0,5.0,11405.0
Richland,ND,552.0,4.0,16333.0
Richland,OH,1646.0,26.0,121533.0
Richland,SC,17654.0,274.0,404869.0
Richland,WI,500.0,9.0,17626.0
Richland,LA,911.0,18.0,20619.0
Richmond,GA,8160.0,185.0,201568.0
Richmond,NC,1463.0,30.0,45447.0
Richmond,NY,17644.0,1095.0,475948.0
Richmond,VA,371.0,4.0,8873.0
Riley,KS,2226.0,11.0,75696.0
Ringgold,IA,105.0,2.0,4986.0
Rio Arriba,NM,543.0,15.0,39455.0
Rio Blanco,CO,31.0,0.0,6557.0
Rio Grande,CO,132.0,3.0,11430.0
Ripley,IN,565.0,8.0,28372.0
Ripley,MO,290.0,4.0,13807.0
Ritchie,WV,53.0,0.0,10005.0
Riverside,CA,68178.0,1319.0,2355002.0
Roane,TN,1461.0,8.0,52926.0
Roane,WV,116.0,2.0,14348.0
Roanoke,VA,1651.0,15.0,93419.0
Roberts,SD,388.0,6.0,10250.0
Roberts,TX,15.0,0.0,889.0
Robertson,KY,39.0,1.0,2161.0
Robertson,TN,2712.0,43.0,68575.0
Robertson,TX,435.0,4.0,16727.0
Robeson,NC,6185.0,97.0,134187.0
Rock,MN,397.0,6.0,9433.0
Rock,NE,59.0,1.0,1381.0
Rock,WI,5702.0,46.0,161226.0
Rock Island,IL,4522.0,95.0,146205.0
Rockbridge,VA,155.0,3.0,22440.0
Rockcastle,KY,377.0,2.0,16815.0
Rockdale,GA,2175.0,41.0,88482.0
Rockingham,NC,2155.0,19.0,91566.0
Rockingham,VA,1820.0,27.0,78653.0
Rockland,NY,18265.0,684.0,325027.0
Rockwall,TX,1988.0,33.0,90414.0
Roger Mills,OK,92.0,4.0,3734.0
Rogers,OK,2608.0,55.0,90098.0
Rolette,ND,488.0,9.0,14657.0
Rooks,KS,163.0,7.0,5148.0
Roosevelt,MT,1022.0,30.0,11218.0
Roosevelt,NM,493.0,9.0,19313.0
Roscommon,MI,217.0,6.0,23934.0
Roseau,MN,393.0,0.0,15537.0
Rosebud,MT,858.0,21.0,9292.0
Ross,OH,1648.0,44.0,77125.0
Routt,CO,230.0,9.0,24359.0
Rowan,KY,386.0,2.0,24392.0
Rowan,NC,4274.0,119.0,138940.0
Runnels,TX,303.0,9.0,10266.0
Rush,IN,298.0,4.0,16765.0
Rush,KS,98.0,0.0,3119.0
Rusk,TX,1044.0,27.0,53026.0
Rusk,WI,251.0,1.0,14211.0
Russell,AL,2007.0,3.0,58480.0
Russell,KS,210.0,4.0,6987.0
Russell,KY,406.0,7.0,17731.0
Russell,VA,527.0,8.0,27725.0
Rutherford,NC,1811.0,61.0,66523.0
Rutherford,TN,12607.0,116.0,298456.0
Rutland,VT,137.0,1.0,59676.0
Sabine,TX,102.0,9.0,10429.0
Sabine,LA,1015.0,15.0,24145.0
Sac,IA,432.0,4.0,9936.0
Sacramento,CA,26316.0,500.0,1495400.0
Saginaw,MI,4230.0,157.0,193803.0
Saguache,CO,147.0,2.0,6338.0
Salem,NJ,1193.0,89.0,63776.0
Saline,AR,3056.0,34.0,116252.0
Saline,IL,653.0,11.0,24430.0
Saline,KS,1171.0,13.0,55334.0
Saline,MO,1011.0,11.0,23010.0
Saline,NE,993.0,2.0,14325.0
Salt Lake,UT,49887.0,313.0,1106700.0
Saluda,SC,735.0,24.0,20228.0
Sampson,NC,2867.0,31.0,63664.0
San Augustine,TX,221.0,15.0,8403.0
San Benito,CA,1473.0,15.0,58671.0
San Bernardino,CA,65207.0,1078.0,2121220.0
San Diego,CA,57102.0,891.0,3283665.0
San Francisco,CA,12454.0,148.0,864263.0
San Jacinto,TX,242.0,13.0,27436.0
San Joaquin,CA,22106.0,494.0,724153.0
San Juan,CO,10.0,0.0,569.0
San Juan,NM,3861.0,205.0,128221.0
San Juan,UT,848.0,30.0,15193.0
San Juan,WA,34.0,0.0,16221.0
San Luis Obispo,CA,4298.0,32.0,280119.0
San Mateo,CA,11371.0,161.0,763450.0
San Miguel,CO,110.0,0.0,7804.0
San Miguel,NM,196.0,0.0,28203.0
San Patricio,TX,1592.0,81.0,66867.0
San Saba,TX,242.0,3.0,5851.0
Sanborn,SD,115.0,1.0,2366.0
Sanders,MT,108.0,2.0,11414.0
Sandoval,NM,2131.0,49.0,138815.0
Sandusky,OH,828.0,22.0,59559.0
